age,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,RevolvingUtilizationOfUnsecuredLines,SeriousDlqin2yrs
65,4149.2,0.1126,4,0,1,0,0,0.3947,0
30,7588.08,0.1855,6,2,0,1,0,0.5413,1
67,4010.24,0.1514,7,0,0,0,0,0.1316,1
26,3027.01,0.1278,3,1,0,1,0,0.3159,1
48,2267.01,0.3399,3,0,1,0,0,0.6635,1
58,4506.46,0.3013,9,2,0,0,1,0.5016,1
36,1732.15,0.176,8,1,0,0,0,0.5749,0
57,1843.72,0.2922,4,0,0,0,0,0.7124,1
61,6248.51,0.3201,6,2,0,1,0,0.3036,0
59,3082.08,0.2861,8,2,1,0,0,0.4014,1
44,3045.83,0.185,7,1,0,1,0,0.0913,0
66,3289.73,0.1808,8,0,1,1,0,0.1855,1
64,5628.07,0.2762,4,0,2,0,0,0.126,1
40,4021.06,0.1179,3,0,0,0,0,0.1025,1
64,2331.23,0.164,4,1,1,0,0,0.5075,0
75,2382.12,0.0716,5,1,1,0,1,0.4396,0
69,3238.72,0.4842,14,1,0,0,0,0.1137,0
64,4364.82,0.2468,8,0,0,0,0,0.6126,1
66,3564.2,0.4869,7,2,0,0,0,0.5336,1
68,3378.9,0.0862,5,2,0,0,0,0.3537,0
38,3743.48,0.2301,5,0,0,0,0,0.2431,1
63,3562.67,0.3382,12,1,0,0,0,0.4892,0
32,2279.63,0.4118,6,1,0,0,0,0.5596,0
42,7074.35,0.3445,7,4,0,0,0,0.1886,0
76,2726.06,0.211,7,1,0,0,0,0.0251,0
37,3934.47,0.2081,5,2,0,0,0,0.3706,0
70,1057.64,0.5107,2,1,0,1,0,0.0846,0
45,3199.97,0.2513,7,0,0,0,1,0.2869,0
33,1882.29,0.5982,7,0,0,0,0,0.3931,0
26,2023.51,0.2573,7,1,1,0,0,0.5348,1
53,15573.27,0.1861,3,1,1,0,0,0.3954,0
47,4228.98,0.2971,8,2,0,0,1,0.0563,0
51,7597.79,0.3159,6,0,0,1,0,0.4106,0
23,6082.57,0.0174,3,0,1,0,0,0.2924,1
36,6567.88,0.1863,4,1,0,1,0,0.3343,1
21,3231.03,0.1341,3,1,0,0,0,0.0201,1
38,9545.65,0.1852,5,2,1,0,0,0.2287,0
75,6051.2,0.0941,5,0,0,1,0,0.1642,1
29,3732.38,0.391,10,0,2,0,0,0.5173,0
61,4264.05,0.2429,5,2,0,0,0,0.2655,0
21,3354.17,0.1452,5,1,0,0,0,0.2966,0
54,3756.88,0.2922,9,1,0,0,0,0.5295,0
75,3546.94,0.113,4,1,0,0,0,0.1935,0
41,4577.55,0.6062,5,2,2,0,0,0.1825,1
32,10342.16,0.1106,10,0,0,0,0,0.9194,1
54,1766.71,0.0147,5,2,1,0,0,0.1027,1
37,7225.8,0.1201,13,1,0,1,0,0.4786,1
73,2919.18,0.1446,6,1,0,0,0,0.2469,0
71,7799.37,0.0235,3,0,0,0,0,0.015,0
59,2980.76,0.4724,10,1,0,0,0,0.6018,1
58,4664.11,0.499,5,0,0,0,0,0.245,1
56,3309.97,0.4131,8,1,0,0,0,0.3568,1
64,1289.03,0.3048,7,1,0,1,0,0.318,1
48,10335.98,0.0759,5,0,0,0,0,0.3101,1
78,2068.02,0.2383,9,1,1,0,0,0.524,0
41,3828.89,0.2939,6,1,1,0,1,0.3699,1
21,1936.32,0.3213,4,0,0,0,0,0.3921,1
62,1632.39,0.479,0,1,0,0,0,0.402,0
60,3219.68,0.1721,3,3,0,0,0,0.2346,0
78,2550.11,0.4516,8,2,1,0,1,0.5429,1
44,1805.71,0.407,5,4,1,0,0,0.1485,1
46,3564.36,0.1116,8,0,0,0,0,0.3873,0
54,1496.46,0.2875,7,0,0,1,1,0.0572,0
44,3925.64,0.2079,7,0,0,0,0,0.2789,0
67,3373.16,0.3134,4,1,0,0,0,0.142,0
46,822.01,0.6231,3,1,0,0,0,0.1214,0
67,2660.14,0.1327,6,2,0,0,0,0.686,0
46,4822.49,0.25,5,0,0,0,0,0.2424,0
34,1923.44,0.0727,7,2,0,0,0,0.1914,0
79,4949.67,0.2554,3,1,1,1,0,0.3489,1
52,4720.21,0.3814,8,1,1,0,0,0.4132,1
62,1977.06,0.3325,7,0,0,0,0,0.3658,0
55,3614.22,0.4634,8,1,0,1,0,0.3109,1
42,5972.94,0.2146,5,4,0,0,0,0.1904,0
78,2151.99,0.1168,3,0,0,0,0,0.2905,0
42,3217.99,0.2884,6,1,0,1,0,0.6147,0
79,7260.06,0.3831,2,1,2,0,0,0.2891,1
46,2176.39,0.1422,6,1,0,0,0,0.4788,1
22,4795.8,0.3311,5,0,1,0,0,0.0778,1
23,1905.47,0.27,3,2,0,0,0,0.4677,0
78,3305.76,0.3653,10,2,0,0,0,0.4015,0
52,4760.16,0.2995,8,1,0,0,0,0.0718,1
43,860.3,0.0112,3,3,0,0,0,0.6894,0
68,2642.3,0.2599,8,3,0,0,0,0.7257,1
57,4710.73,0.3315,5,1,0,0,0,0.2396,0
59,4169.31,0.5596,6,4,0,0,0,0.6936,1
61,2661.31,0.5962,6,2,0,0,0,0.6002,0
32,1876.66,0.4599,5,1,0,0,0,0.1698,0
26,5308.58,0.181,7,1,1,0,0,0.2712,1
63,3000.57,0.3392,5,1,1,0,0,0.079,0
22,5050.33,0.3738,4,1,1,0,1,0.3631,1
63,4573.96,0.3149,8,0,0,0,1,0.1697,0
28,2783.74,0.4302,6,1,0,0,0,0.2559,0
36,6929.46,0.1574,9,0,0,0,0,0.1505,1
62,2548.94,0.3144,11,1,1,0,0,0.018,0
57,7437.37,0.1335,4,1,0,0,0,0.4013,0
67,8044.75,0.3142,8,0,0,0,0,0.2729,1
57,6836.76,0.491,6,2,0,0,0,0.3922,1
23,3267.12,0.4376,3,0,1,0,0,0.5599,0
70,16785.11,0.2472,7,0,1,0,0,0.7416,1
33,3988.25,0.0183,11,0,0,0,0,0.4394,0
29,4207.54,0.3862,7,5,0,0,1,0.0319,1
72,3593.07,0.1824,9,0,0,0,1,0.1856,1
32,1848.52,0.6999,10,1,0,0,0,0.4032,1
52,7919.19,0.6348,9,1,0,0,0,0.0175,0
49,2582.62,0.0606,7,1,0,1,0,0.1016,0
66,6321.85,0.4249,4,1,1,0,0,0.3883,0
23,7300.75,0.392,9,0,0,0,0,0.1928,1
27,5229.09,0.3629,6,1,0,0,1,0.4457,1
45,2403.83,0.0999,4,0,1,0,0,0.644,0
48,2967.14,0.1459,7,1,2,0,0,0.3921,1
67,730.52,0.0964,7,3,0,0,0,0.3951,0
56,3395.2,0.2074,9,1,0,0,0,0.082,0
29,5893.62,0.0735,5,0,1,1,0,0.4512,1
78,3157.38,0.1511,7,1,0,0,0,0.685,0
48,2555.37,0.3071,10,2,0,0,0,0.6434,0
77,3045.29,0.4572,5,1,0,0,0,0.6909,1
79,7549.37,0.0623,7,1,0,0,1,0.1216,0
24,3524.1,0.3167,5,1,1,0,0,0.3356,1
50,11100.55,0.1233,10,0,0,0,0,0.0543,0
45,2585.2,0.0757,4,1,0,0,0,0.1362,1
50,4147.82,0.5427,5,0,0,0,0,0.6176,0
39,2807.24,0.1589,3,1,0,0,0,0.4033,0
53,12640.89,0.1832,1,1,0,0,0,0.1176,0
50,4055.48,0.3558,7,4,2,0,1,0.4519,0
31,13053.95,0.1641,4,1,0,0,0,0.2856,0
38,2829.69,0.0546,3,2,0,0,1,0.3401,0
29,9104.71,0.3269,6,3,0,0,0,0.5471,0
70,3908.08,0.2688,3,0,0,0,0,0.0656,1
60,6014.89,0.1064,8,1,0,0,0,0.3754,0
43,1751.4,0.3593,6,2,0,0,1,0.5067,1
44,4487.49,0.212,6,1,1,1,0,0.1446,0
25,1917.02,0.2334,4,0,0,0,0,0.3711,0
38,4248.23,0.1062,6,0,0,0,0,0.1065,1
75,1464.06,0.4292,10,0,0,0,0,0.4055,0
22,3441.11,0.5028,9,1,1,0,0,0.1907,1
29,7025.96,0.1871,7,3,0,0,0,0.1487,0
70,5057.02,0.3733,6,2,1,0,0,0.5406,1
51,1736.51,0.3772,5,1,1,0,0,0.4715,1
22,1165.57,0.5289,8,0,0,0,0,0.3027,0
49,4905.77,0.2198,7,2,0,1,0,0.5829,1
65,9402.39,0.5204,9,0,2,0,0,0.2592,1
41,2041.89,0.1274,4,1,0,0,0,0.2099,1
43,12815.91,0.4035,11,3,0,0,0,0.16,1
58,3626.79,0.3182,7,2,1,0,0,0.1265,0
56,1124.15,0.1883,8,1,0,0,0,0.424,0
74,1427.2,0.1618,8,1,0,0,0,0.8093,0
35,5778.9,0.1052,10,1,0,0,0,0.347,1
37,3935.29,0.1561,3,1,0,0,0,0.0741,0
30,8860.27,0.1462,8,0,0,1,0,0.2156,1
60,1774.24,0.2091,9,1,0,0,0,0.4335,0
52,3909.23,0.1085,5,1,0,0,0,0.8825,1
41,3655.75,0.1346,7,0,0,0,0,0.4342,0
62,3341.55,0.3015,11,0,0,2,0,0.3207,1
43,2894.12,0.1797,7,0,0,0,0,0.2683,1
32,2928.89,0.0996,4,3,0,0,0,0.6432,1
52,4043.18,0.0677,7,2,0,0,0,0.204,0
46,4365.76,0.6219,11,3,0,1,0,0.4257,1
44,4236.72,0.2808,3,0,0,1,0,0.42,1
47,7507.01,0.086,7,1,0,0,0,0.4527,0
74,1770.88,0.1605,9,1,0,0,0,0.3448,0
33,1227.81,0.1825,4,1,0,0,0,0.2432,0
37,6702.12,0.1311,7,2,0,0,0,0.0591,0
54,2067.06,0.4866,6,2,1,0,0,0.0833,1
23,2899.56,0.6124,4,2,0,0,0,0.0643,0
29,2521.83,0.245,5,1,0,0,0,0.6531,0
54,2489.64,0.4597,8,1,1,0,0,0.2194,1
51,1517.84,0.6884,9,2,1,1,0,0.037,0
59,2587.08,0.1752,3,2,0,0,0,0.3164,0
27,5375.46,0.1443,6,0,1,0,0,0.2742,0
71,3632.37,0.4059,2,1,0,1,0,0.5515,1
49,4928.08,0.2762,5,1,0,0,0,0.2325,0
30,2703.63,0.1542,5,0,0,0,0,0.2546,0
39,6258.57,0.2758,5,1,0,1,0,0.2383,0
34,2683.78,0.1178,7,0,0,0,0,0.5179,0
47,1027.48,0.2759,5,1,0,0,0,0.0747,0
48,4402.7,0.307,4,0,0,0,0,0.1381,0
46,5770.02,0.1892,0,0,0,0,0,0.0535,0
48,2603.1,0.1351,8,1,1,0,0,0.2893,0
74,7476.53,0.3217,5,2,1,1,0,0.4856,1
77,2185.47,0.3075,9,0,0,1,0,0.6301,1
49,5444.91,0.2515,5,1,0,1,0,0.6545,1
77,10372.0,0.304,6,0,0,0,0,0.1978,0
69,3722.08,0.1462,5,0,0,0,0,0.5634,0
69,3178.33,0.1596,3,1,1,1,0,0.3719,1
34,3417.27,0.3414,4,1,2,0,0,0.3608,1
46,9671.87,0.3126,6,1,0,0,2,0.1508,0
41,4636.29,0.0671,9,1,0,1,0,0.3776,1
26,13180.87,0.1926,7,0,0,0,0,0.1074,1
25,4305.08,0.3045,7,2,0,0,0,0.0715,1
57,2459.52,0.1539,8,3,0,0,0,0.1733,1
45,2565.47,0.225,0,2,0,0,0,0.3856,0
69,3778.05,0.121,5,0,1,0,0,0.5019,0
60,1069.78,0.3466,5,4,0,0,0,0.6529,1
26,2738.06,0.3334,6,0,0,0,0,0.8846,1
70,2774.76,0.0618,6,0,0,0,0,0.1555,0
50,4204.35,0.2394,5,1,0,1,1,0.37,0
54,11673.67,0.2556,5,2,0,0,0,0.444,0
77,3762.69,0.2462,3,0,0,0,0,0.2387,0
58,1148.72,0.3949,4,4,0,0,0,0.1346,0
22,2104.13,0.1428,7,1,0,0,0,0.549,1
31,4261.48,0.1968,6,1,0,1,0,0.4884,1
46,3849.88,0.289,11,0,1,0,0,0.3725,1
23,9649.62,0.1769,5,3,0,0,0,0.4092,0
30,6477.22,0.2168,5,1,1,0,1,0.5705,1
67,6361.82,0.3552,7,0,0,0,0,0.6862,1
29,3196.21,0.0575,2,3,0,0,0,0.2004,0
30,7040.77,0.2754,8,0,0,0,0,0.2631,0
50,2126.95,0.0904,5,1,0,0,0,0.4243,0
26,6509.23,0.2438,4,2,0,0,0,0.8438,1
36,3073.43,0.382,8,4,0,0,0,0.2635,0
76,1527.22,0.1756,5,0,0,0,0,0.3638,0
58,5197.55,0.3566,6,0,0,0,0,0.7349,1
77,8421.36,0.0556,9,0,0,0,0,0.8009,1
41,2852.75,0.1198,5,2,0,0,0,0.4792,1
57,9298.95,0.1605,2,1,0,0,0,0.8269,0
35,1348.08,0.0913,3,0,0,1,0,0.545,0
43,1775.65,0.278,6,0,0,0,1,0.628,1
31,3334.12,0.3364,6,1,0,0,1,0.1611,0
70,2914.76,0.6572,6,1,0,1,1,0.0509,1
31,2439.92,0.2436,4,2,0,1,0,0.1223,0
33,3945.01,0.427,3,1,0,0,0,0.0787,0
48,2651.41,0.1421,3,2,0,1,0,0.4358,0
46,2935.45,0.1171,5,1,0,0,0,0.4644,0
39,4302.95,0.4365,8,2,0,0,0,0.3881,0
42,2439.33,0.2599,3,2,0,0,0,0.2726,0
38,3416.56,0.5438,5,0,1,0,0,0.6221,1
74,2471.74,0.5806,8,2,0,0,0,0.4566,1
55,1766.27,0.0807,7,1,0,0,0,0.1572,0
75,5757.29,0.3731,6,1,1,0,1,0.6519,1
79,10144.4,0.382,6,2,0,0,0,0.1843,1
59,6896.32,0.1447,9,0,0,0,0,0.3552,1
69,4442.75,0.379,8,0,0,0,0,0.6995,0
27,2477.69,0.0758,7,0,2,0,0,0.4859,1
77,3065.14,0.4128,5,2,1,0,0,0.1139,0
49,6865.15,0.1512,4,0,0,0,0,0.2536,0
63,926.22,0.1225,4,0,0,0,0,0.2568,0
35,2927.91,0.1335,7,2,0,0,0,0.3568,0
26,5655.98,0.3307,5,1,0,0,0,0.6687,0
73,1839.1,0.1606,2,1,0,0,0,0.1539,1
47,4693.97,0.1953,8,2,1,0,0,0.406,0
29,4565.09,0.5013,7,1,0,1,0,0.4495,1
59,1521.42,0.241,5,0,0,0,0,0.2938,0
24,3836.01,0.0323,7,3,0,0,0,0.5043,0
47,2513.75,0.4081,7,1,0,0,0,0.2168,0
62,4673.48,0.058,4,2,0,0,0,0.2941,1
63,5441.84,0.1656,5,2,0,0,0,0.1506,0
47,4625.61,0.1562,2,0,0,0,0,0.1775,0
42,3803.04,0.5108,3,1,1,0,0,0.0408,0
70,4330.0,0.3388,5,0,0,0,1,0.5053,1
31,1797.88,0.6229,6,1,0,0,0,0.4878,1
25,3574.39,0.2098,7,2,0,0,0,0.29,1
30,2257.72,0.3693,3,0,0,0,0,0.1516,0
68,6760.98,0.4503,5,2,0,1,0,0.1279,1
48,5485.94,0.3708,6,0,0,0,0,0.1481,1
23,5476.61,0.0974,4,0,0,0,0,0.311,1
30,10179.13,0.1016,4,0,0,0,0,0.2544,0
22,2986.97,0.0702,5,0,0,0,0,0.1248,1
69,2619.13,0.2676,3,0,0,0,0,0.0474,0
48,2944.92,0.6595,12,1,0,0,0,0.2556,1
25,1392.22,0.4041,4,0,2,0,0,0.238,1
34,1459.5,0.481,10,0,0,0,1,0.1072,1
57,5285.18,0.0903,6,0,0,0,0,0.4122,0
56,1576.43,0.4611,7,1,1,0,0,0.1913,1
69,1910.37,0.2416,7,1,1,0,0,0.2437,0
22,3425.38,0.2568,7,0,0,0,0,0.3821,0
25,2843.14,0.3239,8,0,0,0,0,0.2272,1
23,6194.34,0.252,6,2,0,0,2,0.1709,1
44,3775.46,0.0977,5,2,0,0,0,0.1015,1
63,2255.03,0.2509,6,1,1,1,0,0.1384,1
60,6522.28,0.158,7,0,0,0,0,0.4271,1
33,5637.94,0.0931,1,1,0,1,0,0.6406,0
59,1561.51,0.5621,5,0,0,0,1,0.152,1
59,4235.94,0.3202,3,0,0,0,0,0.0274,0
32,2370.73,0.3436,3,3,0,0,0,0.3507,0
65,2333.53,0.6246,10,2,0,0,0,0.3241,0
45,11178.07,0.0803,11,0,0,0,0,0.3035,0
24,3922.81,0.4894,3,3,0,2,0,0.458,0
44,3195.43,0.2032,6,1,1,0,0,0.7414,0
66,3831.34,0.3537,6,2,0,0,0,0.1947,0
62,6152.07,0.1872,6,0,0,2,0,0.1437,1
36,2389.97,0.6914,2,0,0,0,0,0.2986,1
65,2647.81,0.2953,8,0,1,0,0,0.6705,1
43,5399.18,0.4464,2,1,1,0,0,0.6188,1
48,1465.81,0.762,6,1,0,0,0,0.3491,1
26,6597.61,0.3916,4,2,0,1,0,0.1723,0
79,1389.77,0.0745,9,3,0,0,0,0.4189,0
70,3141.76,0.4623,10,3,0,0,0,0.3672,1
32,1395.07,0.5263,3,1,0,0,0,0.3211,1
54,1931.88,0.2693,10,1,0,0,0,0.0823,1
67,7931.52,0.0557,3,0,0,0,0,0.1825,0
50,6813.59,0.1215,4,1,0,0,0,0.6164,0
33,7264.78,0.0885,3,1,0,0,0,0.3621,0
78,1526.31,0.4541,5,1,0,0,0,0.365,0
36,1937.91,0.317,3,0,0,0,0,0.3515,1
40,4464.55,0.101,7,0,1,0,0,0.8197,1
42,5592.55,0.0639,5,0,0,0,0,0.4358,0
73,2253.62,0.2466,5,0,0,0,0,0.2716,0
50,2572.54,0.1538,4,2,0,0,0,0.3357,0
63,1846.77,0.5401,6,0,1,0,0,0.5284,1
74,9847.25,0.3867,3,0,0,0,0,0.2515,1
75,2738.12,0.7614,7,1,0,0,0,0.3809,1
71,3709.96,0.6104,4,0,1,0,0,0.2585,0
74,3828.34,0.1728,5,0,0,0,0,0.1798,0
76,7068.28,0.1949,3,1,0,0,0,0.3416,1
79,2056.01,0.6619,8,0,0,1,0,0.3473,0
58,7338.99,0.2401,8,1,0,0,0,0.4857,0
28,1690.48,0.088,12,1,0,0,1,0.1295,1
27,7327.81,0.3091,11,1,0,1,1,0.4516,1
67,1300.91,0.5914,4,1,0,0,0,0.1489,0
39,3419.56,0.1184,6,2,1,1,0,0.0974,0
68,9655.3,0.3667,7,2,0,0,2,0.2807,1
76,5532.27,0.3544,6,0,0,0,0,0.5579,0
59,4687.93,0.0448,7,2,0,0,0,0.2488,0
66,1940.99,0.3214,7,1,1,0,0,0.0993,1
37,2342.84,0.0661,7,1,1,0,0,0.0824,1
46,8157.05,0.2863,7,1,0,0,0,0.073,0
77,4833.87,0.2416,8,2,0,1,1,0.084,1
69,6211.45,0.5849,7,3,2,0,0,0.196,1
33,3805.78,0.1145,4,1,0,0,0,0.1825,1
76,3074.7,0.2876,11,2,0,0,0,0.765,1
50,5767.52,0.4573,8,1,0,1,0,0.7519,1
70,4253.99,0.0731,5,1,0,0,0,0.1931,0
51,3287.96,0.3577,5,0,1,0,0,0.153,0
56,1558.68,0.2016,4,1,1,0,0,0.1194,1
30,6453.29,0.528,8,1,1,0,1,0.3043,0
40,4741.06,0.141,2,2,1,0,0,0.3044,1
63,2530.68,0.1527,11,2,0,0,0,0.7393,1
70,7387.55,0.033,5,0,1,0,0,0.5895,0
26,4214.51,0.1075,4,0,0,1,0,0.3153,0
25,4264.33,0.5567,6,1,1,0,0,0.4752,1
61,6187.82,0.0492,10,0,1,1,0,0.6208,1
47,5438.31,0.3989,6,1,0,0,0,0.0481,1
71,4342.5,0.0093,9,0,0,0,0,0.2323,0
25,3251.43,0.3492,5,0,1,0,0,0.0996,0
41,11970.48,0.4393,11,0,0,0,1,0.7233,1
23,2344.25,0.0196,5,1,0,0,0,0.2432,1
62,5696.36,0.1749,8,3,1,1,0,0.1481,1
71,3462.29,0.0307,3,0,0,0,0,0.242,1
30,4783.02,0.1371,10,0,0,0,0,0.0678,0
40,7631.61,0.2671,6,1,0,0,0,0.2033,1
70,3020.12,0.1665,4,0,0,0,0,0.2549,0
23,5224.43,0.3421,7,0,0,0,0,0.5246,1
77,4269.85,0.11,4,1,0,0,1,0.5351,0
73,2478.03,0.4164,8,0,2,0,0,0.2547,1
30,7745.44,0.3063,4,3,1,0,0,0.0823,0
29,5578.71,0.025,6,1,0,0,0,0.1488,0
61,2805.31,0.7257,7,2,0,0,0,0.5177,0
21,7059.69,0.406,7,2,0,0,0,0.2044,0
50,2210.89,0.2161,6,0,0,0,0,0.3747,0
24,3578.29,0.3603,6,1,1,0,0,0.4449,1
52,2814.29,0.346,7,0,0,0,0,0.1365,0
41,5714.64,0.2372,4,0,0,0,1,0.5078,1
62,2730.36,0.2087,6,0,0,1,0,0.1546,1
72,5739.28,0.3434,10,1,0,0,0,0.2291,1
49,5201.36,0.1773,6,0,0,0,1,0.5436,1
58,2906.92,0.427,9,1,0,1,0,0.5574,1
56,10914.32,0.2734,8,1,0,0,0,0.2405,0
79,2328.22,0.1144,7,3,1,0,0,0.1334,0
34,1563.36,0.1213,3,2,0,0,2,0.1373,1
35,6085.47,0.4164,9,1,0,0,1,0.1283,1
43,1002.6,0.3769,2,0,0,0,0,0.3044,0
64,8911.43,0.2673,2,3,0,2,0,0.2553,1
72,3870.16,0.4752,7,2,0,0,0,0.0806,1
37,1546.59,0.154,3,0,0,0,0,0.0702,0
27,2060.95,0.3544,6,1,2,0,0,0.1557,0
56,1365.87,0.2996,8,1,2,0,0,0.1129,1
56,4581.26,0.392,3,2,0,0,1,0.6465,1
43,1642.3,0.1749,11,3,0,0,0,0.5569,0
31,4920.93,0.0895,6,0,0,0,0,0.8264,1
71,3032.39,0.5493,5,0,0,0,0,0.6138,0
70,2737.45,0.2447,7,3,0,0,0,0.2368,0
65,4942.41,0.4662,5,1,0,0,1,0.3741,1
55,5292.82,0.2269,5,0,0,0,0,0.1739,1
36,7240.76,0.267,5,0,0,0,0,0.6933,1
44,2489.24,0.2497,4,0,0,0,0,0.0101,1
25,3576.41,0.0993,9,0,2,0,0,0.2804,1
35,2486.93,0.2466,9,1,0,1,0,0.603,0
47,4015.0,0.4613,7,3,1,0,1,0.6637,1
46,2282.5,0.2172,8,0,0,1,0,0.015,0
25,2822.96,0.1749,4,1,1,0,0,0.2648,1
77,2831.61,0.4282,9,0,0,0,0,0.2871,1
36,4341.68,0.0558,6,1,0,0,0,0.1434,0
51,3647.41,0.2912,11,0,0,0,1,0.0957,1
48,4933.39,0.3844,5,2,0,0,0,0.4286,0
48,3414.55,0.2646,10,1,0,1,0,0.5955,1
70,2571.25,0.3657,8,1,0,0,0,0.1293,0
65,4083.74,0.5829,4,2,0,0,0,0.0238,0
72,2099.99,0.1071,6,1,1,0,0,0.6306,1
43,5123.0,0.4026,8,2,0,0,0,0.5152,1
36,3067.82,0.0863,7,1,1,0,0,0.4471,0
46,4116.31,0.2537,10,1,1,1,0,0.5364,1
54,4154.78,0.0668,4,1,0,0,0,0.605,0
40,9517.88,0.1242,4,0,1,0,0,0.3352,1
48,4577.69,0.5834,4,2,0,0,1,0.2878,1
29,3804.47,0.1813,7,0,0,1,0,0.6102,0
55,2403.25,0.5495,8,0,0,1,0,0.2227,0
63,5892.47,0.3114,8,0,2,0,0,0.5628,1
52,3096.03,0.0964,5,1,0,0,0,0.267,0
72,1457.84,0.5276,2,2,0,1,0,0.1258,1
79,3238.76,0.2788,3,0,0,0,0,0.8144,1
74,4084.25,0.5772,9,2,2,0,0,0.2351,0
26,2228.08,0.3088,6,1,1,0,1,0.1982,0
72,3391.72,0.5079,3,1,1,0,0,0.1,0
40,3488.09,0.4125,6,0,1,0,0,0.1134,1
47,3520.84,0.2053,8,0,0,0,0,0.0778,1
45,7637.19,0.1083,7,0,0,0,0,0.22,0
37,1657.5,0.1158,8,0,0,0,0,0.4937,0
72,12336.05,0.3969,9,1,0,0,1,0.2831,0
58,3569.92,0.6695,5,2,0,0,0,0.4551,1
78,5157.08,0.2182,1,4,0,0,0,0.1608,0
77,3931.21,0.1004,5,2,0,0,0,0.5287,1
45,1292.57,0.3577,5,1,1,1,0,0.7141,1
63,1931.5,0.2499,9,1,0,2,0,0.2438,1
50,2658.28,0.49,9,2,0,0,0,0.4311,0
50,6609.29,0.6109,5,1,0,0,0,0.2311,1
64,1586.69,0.5246,6,1,0,0,0,0.1389,0
61,2178.86,0.3484,8,0,0,0,0,0.4443,0
74,4019.49,0.0838,8,3,0,0,0,0.0361,0
66,4835.37,0.1303,8,1,0,0,0,0.3717,0
57,4748.73,0.2721,5,0,1,1,0,0.2553,1
75,2017.46,0.2161,7,2,0,0,0,0.2469,1
27,1395.78,0.2698,6,1,0,0,0,0.5965,0
66,5031.31,0.5003,8,2,0,0,0,0.8314,0
44,8603.07,0.3553,8,0,0,2,0,0.621,1
46,2959.63,0.1109,5,1,0,0,1,0.2243,0
67,1832.05,0.2793,10,0,0,0,0,0.1777,1
37,2813.18,0.5334,3,2,1,0,0,0.2987,1
73,4612.1,0.23,1,1,0,1,0,0.0914,0
50,3165.65,0.0578,12,0,1,1,0,0.3417,1
41,8470.26,0.0482,8,1,0,0,0,0.2013,0
40,6342.21,0.1806,5,0,0,0,0,0.1165,1
45,4066.76,0.4805,7,2,0,0,0,0.159,0
76,1127.1,0.092,7,3,1,0,0,0.5835,1
27,2403.41,0.1251,7,1,0,0,0,0.2819,0
50,2620.67,0.1463,4,2,0,0,0,0.231,0
70,2326.29,0.0863,11,0,0,0,0,0.0493,0
48,4082.61,0.4602,4,2,0,0,0,0.1186,1
54,4133.44,0.2524,10,0,0,1,0,0.3317,0
41,1333.49,0.3088,5,0,0,0,0,0.7543,1
29,5900.3,0.1876,5,0,0,0,0,0.1078,0
58,3676.34,0.4134,4,2,0,1,0,0.0828,1
75,4512.4,0.079,8,2,0,0,0,0.3475,0
51,5692.45,0.472,6,0,0,1,0,0.1853,1
46,2298.05,0.2762,5,0,0,0,0,0.3727,1
28,7749.19,0.322,7,1,0,0,0,0.2465,0
76,3344.0,0.3703,2,0,0,0,0,0.1596,1
72,9022.97,0.1512,7,3,0,0,0,0.4186,0
74,2129.5,0.5915,2,1,1,0,0,0.2049,1
42,8629.55,0.2969,7,2,0,0,0,0.749,0
57,2116.69,0.4424,7,0,0,0,1,0.5418,1
46,16802.26,0.2438,5,1,1,2,0,0.6879,0
34,2056.79,0.6231,4,0,2,0,0,0.2319,1
33,6863.36,0.5315,4,1,1,2,0,0.1426,1
43,2929.43,0.557,7,1,0,0,0,0.3759,0
53,5591.56,0.2981,4,1,5,1,0,0.3154,1
28,3553.49,0.3008,5,1,1,0,0,0.3562,1
62,1891.76,0.3527,7,0,1,0,0,0.504,1
48,679.87,0.1928,7,0,1,0,0,0.5716,0
72,16392.02,0.1822,10,3,0,0,0,0.1963,0
37,3804.02,0.2485,5,2,0,0,0,0.4103,1
24,622.59,0.2972,9,1,0,0,1,0.3285,1
39,4365.84,0.1803,8,1,0,1,0,0.0576,1
78,5506.87,0.4931,7,3,0,1,0,0.3049,1
39,2370.73,0.2419,8,1,0,0,0,0.1365,0
62,2380.31,0.1635,9,1,0,0,1,0.0316,1
70,3597.86,0.4226,7,2,0,1,0,0.2831,1
37,7491.74,0.4726,10,0,0,0,0,0.6379,1
58,3866.0,0.0726,4,1,0,0,0,0.4867,0
33,8759.86,0.3718,4,0,0,0,0,0.1736,0
42,7177.68,0.1239,8,1,0,0,0,0.2105,0
38,3173.94,0.2653,1,1,0,0,0,0.4693,1
60,1418.97,0.1124,13,1,0,0,0,0.1507,0
72,3177.97,0.5182,1,0,0,0,0,0.0521,0
35,4993.49,0.1738,16,1,0,1,0,0.1116,0
38,3774.17,0.5194,12,1,2,0,1,0.2811,1
69,5327.59,0.4269,6,3,0,0,0,0.677,0
48,6112.26,0.0959,3,0,0,0,0,0.4348,1
51,5006.61,0.4626,7,1,0,0,0,0.4805,1
62,3086.53,0.0855,6,2,1,0,0,0.477,0
29,4973.75,0.4156,3,1,0,0,0,0.3661,1
